File,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26
01-MFCC.csv,-25.70036474777815,5.0496396532008125,-4.712404052495651,30.908152162003823,4.620913062297108,4.74755850610705,22.10316053333333,19.45210497,9.121604014285715,-168.831,-8.590455284769998,-19.78756162857143,190.9341605333333,28.04256025477,28.909165642857147,4.509996889550185e-17,1.8185471328831394e-19,-1.3639103496623544e-18,3.434907426659255,1.3758546085719596,1.6568547116647583,29.53797633333332,11.21383862544,8.10603797142857,-18.942104066666676,-5.46558825,-7.6937270428571445
02-MFCC.csv,-32.4810110261373,3.4702172781841805,-1.9998447787798905,36.52377055695973,4.734923751453159,3.6494255389522414,22.34804766666668,28.119783580000007,8.201054871428571,-196.42203333333336,-20.360761030000003,-16.134389714285714,218.77008100000003,48.48054461000001,24.335444585714285,2.272844242159766e-05,2.434901278716967e-05,2.1798073100502753e-05,2.912788356677382,1.3455277193637574,1.470842122929142,37.69112166666666,6.85280483,7.66270902392857,-20.201051299999932,-13.06599936,-6.239250591428572
03-MFCC.csv,-23.18483135387961,4.182999189833642,-0.14337551658175057,38.53639132474937,5.8408497313461405,4.3264715416748025,45.39287766666666,28.30211217,18.840013571428567,-162.98441666666668,-14.33549807,-17.462424000000002,208.37729433333334,42.63761024,36.30243757142857,1.0105806442885191e-16,5.081942895129047e-19,-1.0186573035325635e-18,11.710810718416619,2.461928603970206,2.1673915966046877,88.01734966666665,11.461324091999998,10.13582111,-55.680036666666666,-17.77961566,-12.092550114285716
04-MFCC.csv,-70.1908981341009,7.574804925365519,2.2817211974943836,31.73024874430638,5.515024035145677,6.237878889258542,-18.133793666666666,25.801681354,23.211782905714283,-207.4907333333333,-12.0626469,-21.28461808571429,189.35693966666665,37.864328254,44.49640099142857,3.720119035393195e-18,5.580178553089792e-19,2.790089276544896e-19,5.7183338027581225,1.6347148543748133,1.8895961219242845,65.35096933333337,8.880771647000001,10.665462181428571,-20.67711300000002,-15.494853250000002,-15.051551008571426
05-MFCC.csv,-32.35507066082245,-0.37662292662137115,-5.217252091057855,12.87096694458683,4.116467289112781,3.4913898954836964,-1.2129386666666755,13.96693486,11.318745700000004,-190.681273,-15.569461309999998,-19.37727157142857,189.46833433333333,29.536396169999996,30.696017271428573,-0.004591035405128214,-0.00011326193423905442,2.102512791208657e-05,4.837036119977953,1.7319598817546906,1.7558201899649841,35.496013166666664,8.090887689,8.758995157142854,-101.97650073333334,-8.662325862000001,-8.231564649999996
06-MFCC.csv,-29.642355063081105,-0.5846485041609144,-0.9953257037986069,22.764726751655825,5.401418214539964,5.818040919915039,27.65546833333333,17.69980709,20.06789757142857,-179.51981666666666,-17.871738269999998,-19.08711035714286,207.17528499999997,35.57154536,39.15500792857143,0.00019422792479842504,0.00018636416156129568,0.00011375565455513305,4.8964812557803645,1.6559417796271323,1.7788047614289537,62.69279433333335,9.546184729999998,8.275795200000001,-35.73101433333335,-12.322534130000001,-11.723286414285715
07-MFCC.csv,-57.5013233006324,4.386394017303484,-4.3379859196599,27.941228921025203,4.447655089424715,3.8581716177000684,-0.2265533333333375,18.462960400000004,13.075344657142857,-212.03788333333333,-8.583405766,-18.92068342857143,211.81133,27.046366166000006,31.996028085714286,-2.695052768389492e-17,6.935797565708252e-19,-2.2293635032633663e-19,5.169204257271707,1.5032137371399645,1.701390327058186,39.489343800000015,9.019312119999999,11.210756285714286,-18.86429,-8.582684433999999,-10.068513205714286
08-MFCC.csv,-15.127033083003957,4.6628689044432585,-0.13846195190531937,37.70313169279532,4.425144660612268,3.6369017507753876,43.066085,31.22223546,19.114412285714284,-177.09849999999997,-16.049983800000003,-16.60087737142857,220.164585,47.27221926,35.715289657142854,1.9041745565056953e-17,-7.190242465972026e-19,-4.810024270339907e-19,7.0179606834051205,1.8619216941710888,1.788055923806615,114.42396766666666,17.475717099999997,10.693670164857142,-71.48417026666665,-11.277123227,-14.599425075714285
09-MFCC.csv,-44.32102180649945,-3.532214514836305,-6.152933378455802,17.57796006983315,4.8569076743901665,4.065157299721916,-8.464200999999996,13.665181110000002,12.712057628571428,-149.44384833333334,-18.13502005,-19.349785285714287,140.97964733333333,31.800201160000004,32.06184291428571,-0.0035220369683710896,-0.00013164100374504035,8.24534262089276e-05,3.396229429501839,1.468629111531731,1.6293008860822846,50.17393466666667,8.838613229999998,7.541482169999999,-45.753377166666695,-7.98969503,-8.932557257142857
10-MFCC.csv,-4.278950618994201,-0.3197288527858232,-2.406529077349731,23.43654940603477,4.508750493165079,4.660137406212539,42.34708066666667,20.52853094,19.174166714285715,-172.04841570250665,-13.7676028,-15.445440828571426,214.39549636917332,34.29613374,34.61960754285714,-6.397629873465709e-17,1.3257973120530286e-18,7.803778714372399e-20,4.254816876473271,1.5214956920258789,1.7149592204868889,45.92712133333333,9.26993908,9.639806742857143,-44.79836336917333,-9.760678230000002,-11.492676428571428
100-MFCC.csv,-45.048110298268355,-0.6651406320984081,-3.360752286460545,13.505094511926387,4.265273719214056,3.8385983326089312,-7.9247399999999955,17.32792069,14.584817357142857,-191.29592116666663,-14.055999680000005,-15.237358228571429,183.37118116666664,31.383920370000006,29.822175585714284,-0.008450293151642203,3.248202464900688e-05,0.000296655439353102,3.1287773687626714,1.4227932354282367,1.6004735814796311,28.47292200000001,8.0914035,6.461712042857143,-77.17285496666659,-5.934084052000001,-8.417835328571428
101-MFCC.csv,-48.912412435519734,4.372116081200474,-4.349918533715226,26.467807313704636,4.452316891853856,3.8514873877263205,9.045934999999997,18.6065017,13.473348728571429,-202.75396666666663,-9.17498568,-18.01756057142857,211.7999016666666,27.78148738,31.4909093,4.5343636294587675e-17,2.485944972290991e-20,1.1031380814541272e-19,5.169177318940256,1.5156411897792188,1.7044576198392285,39.30229499999999,9.715030883,10.565507782857145,-20.050610000000002,-7.9498932400000015,-9.84196207142857
102-MFCC.csv,-64.45502392082142,0.057609556662839075,-4.108574393521872,20.78750723194804,6.625312738393355,7.439477837014028,3.935797333333338,20.426693971,26.66430324285714,-200.25536666666667,-27.9078232,-26.636041428571428,204.19116400000001,48.334517171,53.30034467142857,-4.102791673550621e-17,-1.662010515905923e-19,1.6887213991972682e-18,5.481883552622138,2.172407087236642,2.2180446093922455,85.73096693333333,14.666895469999998,11.239820842857139,-57.83718766666669,-14.357288120000002,-12.514945857142855
103-MFCC.csv,-30.056800391478724,8.670185845430728,1.3644416738836913,39.244862112668315,8.305519996719692,3.740892099269896,41.40167066666667,34.1463799,18.618157571428576,-166.96955966666667,-20.05049136,-13.892608162857144,208.37123033333333,54.196871259999995,32.51076573428572,1.562452435534391e-05,1.707007018575024e-05,1.6320462740587215e-05,8.761347321706294,2.016155238328233,1.6889581442441972,103.19928300000001,12.978266166000003,9.315281364285715,-69.47818766666668,-18.979502700999998,-11.378425199999999
104-MFCC.csv,-19.029085270120788,2.5257227519545586,-2.675577501054486,23.35317213466706,4.203368973513252,4.595315568538831,32.48173,16.8784461,24.2824325,-169.25186,-16.70630917,-17.897422114285714,201.73359,33.58475527,42.179854614285716,-6.60834668845671e-17,2.8817353016928707e-20,-5.942057016448398e-19,5.853011626335731,1.5347120064786883,1.721547991122026,41.39727533333332,10.443208565,8.925397307142857,-27.811185666666667,-10.05642326,-16.003676699999996
105-MFCC.csv,-56.36805012948504,-1.4703751975778745,-0.4205646174458469,19.344014059696267,7.508789297959476,8.627029619228258,-15.385792333333336,16.68218698,31.4729687,-192.37168333333327,-29.8422771,-26.16336614285714,176.98589099999992,46.52446408,57.63633484285714,0.0,5.453276919568813e-19,1.2831239810750149e-19,4.708245094699003,2.0339268034465467,2.2041066773184013,32.167616800000005,13.003284244,10.648548642857145,-44.13947648000001,-13.29097796,-10.580066647142857
106-MFCC.csv,-29.814591928129442,-0.4990986496218031,-1.7935543578529025,21.201930795774686,4.879506479553419,5.729103039414723,12.736442333333336,15.57863777,21.82811245714286,-180.92458,-17.654662639,-17.36406704285714,193.66102233333334,33.233300409,39.1921795,0.00011812216841314701,0.0001274923617083446,0.00011721413840198979,5.780337104393716,1.6644500280523415,1.7526855357419473,40.81482633333333,10.727306660000002,8.1236303,-30.573100116666662,-9.780397997,-12.75265044142857
107-MFCC.csv,-34.63901932171134,1.204387117975756,-6.583119686395158,31.507051633379483,4.045574364553135,5.125386675655486,29.536424333333333,17.0694280045,11.540536585714284,-188.6833333333333,-13.20581195,-20.793467142857143,218.21975766666665,30.2752399545,32.334003728571425,1.5125779940895175e-16,-9.0549082788959e-19,8.910798332812675e-19,3.703953999003156,1.4275913013276513,1.5445146503027243,79.26411370999995,8.97078818,7.229298062857143,-26.385214666666663,-7.84128133,-6.434996771428571
108-MFCC.csv,-23.632592870969734,4.748614846183762,-3.968239300000617,26.546020218455997,3.5490130333712857,5.187200477927181,24.339138666666667,18.975906,13.205611371428573,-158.61465333333334,-6.702219309999999,-20.432151342857143,182.953792,25.67812531,33.637762714285714,-1.5500495980804978e-18,-1.4531714982004668e-19,9.627261175578092e-19,2.8843537928153284,1.352798258882794,1.4990175937350496,23.170083,8.424445055,7.275916762857142,-11.697490053333325,-6.2078064699999995,-7.989564838571429
109-MFCC.csv,-51.99123633249338,2.493187857177134,-3.098953279041004,25.74932523496773,5.053437779463983,5.105350597248103,7.75792666666667,27.049144907,22.245615428571423,-195.80088333333333,-14.919110160000002,-24.24773106714286,203.55881,41.968255067,46.49334649571428,3.4406324695646816e-17,-7.330893045947475e-20,-8.471254186428193e-19,7.954827632005898,2.086262776758977,2.0426713947610127,96.7683943333333,13.383282043200001,10.3650463,-29.831382666666663,-14.79877762,-19.92928688571428
11-MFCC.csv,-39.9375074176742,5.5160613647298335,-3.285171991495493,25.913093858893824,5.425194553198476,5.273600139063105,25.73979033333333,21.82928673,24.786824857142857,-181.9339,-12.25303966,-17.967235285714285,207.67369033333333,34.08232639,42.75406014285714,-1.3305762191021766e-16,1.3155414595642989e-18,-3.2007593547434953e-19,6.011803317868806,1.8086106870022225,1.8897887042032804,75.45799608333331,10.9985787905,10.949171037714287,-22.995367,-9.607305233999998,-10.943110312857144
110-MFCC.csv,-47.11005065948399,3.6607212438827164,-1.3505633017006649,29.375399434593184,3.750146269757345,5.105717910240949,1.169283333333335,18.1796747,22.20253811428572,-201.5123333333333,-10.43554391,-15.55811532857143,202.68161666666663,28.61521861,37.76065344285715,0.00012785423698723902,6.735418753072255e-05,2.159919541911532e-05,5.0939084293511305,1.6098190148742328,1.7730797736527755,49.43661533333335,8.311685780000001,9.502671575714285,-22.91648566666666,-11.803119535,-11.11700687142857
111-MFCC.csv,-42.18913103668368,-4.890450350438171,-7.223588118610133,18.972391909917288,4.889960613179286,3.8251261230608202,1.0527879999999996,12.64264536,12.442113114285716,-197.5542,-19.061008930000003,-19.743476285714287,198.606988,31.703654290000003,32.185589400000005,-0.005616085834020321,-4.072971145918702e-06,0.00038830391120009384,4.294430995505747,1.5299951376012244,1.663067409679889,25.938210333333352,7.3066201899999985,7.6404593728571415,-100.818238,-8.30892502,-7.437274700000001
112-MFCC.csv,-33.412442816203104,3.2016297159646223,-0.5218409356516808,25.819783633752735,4.171499355675532,4.932007848682986,9.037551666666664,19.991648900000005,26.53785285714285,-182.45453333333333,-12.69506523,-15.824694477142856,191.492085,32.686714130000006,42.36254733428571,1.2436570637574683e-17,1.1448770105163152e-18,-1.501942612806057e-18,5.34435513624283,1.7408606824997555,1.861972400564305,63.34873966666666,8.687848030000001,11.745325994285714,-23.26230333333333,-7.91724806,-7.803707421428573
113-MFCC.csv,-31.56299329651719,3.3776402649703487,-1.6812736457293758,27.24122665163475,5.470260356446865,4.6711826093542435,29.16502033333333,25.45463651,23.986861571428573,-184.57468666666668,-20.592279614,-19.52908171428572,213.739707,46.046916124,43.51594328571429,-1.8613764672276768e-17,-1.8816173642002751e-19,1.8816173642002751e-19,5.059728619113535,1.6691386634321999,1.6913500423496834,48.421010333333335,7.54962461,8.862442091428573,-20.265141333333332,-11.845715720000001,-9.965455657142858
114-MFCC.csv,-5.875245766840983,4.95008412773406,-1.497391650436819,30.033972251078364,4.962316672276162,3.588553102968194,51.8351542,24.25437848,11.926428557142856,-162.88668666666666,-25.1899933,-18.029461285714284,214.72184086666667,49.44437178,29.95588984285714,-1.9113456241024888e-18,6.579583325157493e-19,-1.4792396553722874e-19,3.7023409789694504,1.2265663004577634,1.4404598419053478,40.86486066666667,11.3640039347,8.770353742428572,-30.109586999999998,-8.36570385,-7.338434314285713
