Algorithm,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score
KMeans,0.23163260249269216,1.3308847740601228,52.075175635174595
AgglomerativeClustering,0.30427318406123416,0.9815481620126224,57.16371264175397
Birch,0.3044665867776375,0.9662034788386328,54.484028294399124
SpectralClustering,0.46253814433246615,0.39975652023760544,5.107341015942694
GaussianMixture,0.22855351890353717,1.3635354388059113,48.6350779019461
